abspos	chromosome_name	start_position	end_position	ensembl_gene_id	hgnc_symbol	band
29249	1802880087	10	127907061	128085855	ENSG00000132334	PTPRE	q26.2
29250	1802815575	10	127929376	127934517	ENSG00000232259	RP11-4C20.3	q26.2
29251	1802819061	10	127934698	127936167	ENSG00000227076	RP11-4C20.4	q26.2
29252	1802995151	10	128096659	128126385	ENSG00000148773	MKI67	q26.2
29253	1803133008	10	128181032	128317726	ENSG00000280953	LINC01163	q26.2
29254	1803201877	10	128316282	128320214	ENSG00000234640	RP11-264E18.1	q26.2
29255	1803798204	10	128912879	128916271	ENSG00000224190	RP11-442O18.2	q26.3
29256	1803843046	10	128958772	128960062	ENSG00000232985	RP11-442O18.1	q26.3
29257	1804168615	10	129278251	129291722	ENSG00000225424	RP11-168C9.1	q26.3
29258	1804501224	10	129467184	129768007	ENSG00000170430	MGMT	q26.3
29259	1804581548	10	129693722	129702117	ENSG00000237224	RP11-109A6.2	q26.3
29260	1804652768	10	129768844	129769435	ENSG00000227374	RP11-109A6.3	q26.3
29261	1804679606	10	129784983	129806971	ENSG00000283141	RP11-109A6.5	q26.3
29262	1804783191	10	129835283	129963841	ENSG00000108001	EBF3	q26.3
29263	1804721278	10	129837505	129837794	ENSG00000275327	RP11-234G16.4	q26.3
29264	1804726965	10	129843299	129843374	ENSG00000266676	MIR4297	q26.3
29265	1804729240	10	129845328	129845895	ENSG00000275005	RP11-234G16.5	q26.3
29266	1804949050	10	130020025	130110817	ENSG00000237489	RP11-500G10.1	q26.3
29267	1804988412	10	130104569	130104998	ENSG00000277218	RP11-500G10.5	q26.3
29268	1804990892	10	130106046	130108481	ENSG00000233122	CTAGE7	q26.3
29269	1805015634	10	130131770	130132241	ENSG00000233319	RP11-500G10.4	q26.3
29270	1805044089	10	130136399	130184521	ENSG00000108010	GLRX3	q26.3
29271	1805168153	10	130282445	130286604	ENSG00000276375	RP11-339B9.1	q26.3
29272	1805344739	10	130439067	130483154	ENSG00000236303	RP11-540N6.1	q26.3
29273	1805846257	10	130962588	130962668	ENSG00000264803	MIR378C	q26.3
29274	1806085685	10	131092391	131311721	ENSG00000176769	TCERG1L	q26.3
29275	1805979126	10	131095218	131095777	ENSG00000230098	RP11-462G8.3	q26.3
29276	1806664927	10	131772398	131790199	ENSG00000189275	LINC01164	q26.3
29277	1806716338	10	131831910	131833508	ENSG00000280446	XX-FYM637E10_5.1	q26.3
29278	1806777097	10	131891640	131895297	ENSG00000283095	ABC11-4932300O16.1	q26.3
29279	1806813868	10	131900644	131959834	ENSG00000175470	PPP2R2D	q26.3
29280	1806857863	10	131966455	131982013	ENSG00000176171	BNIP3	q26.3
29281	1806854996	10	131971202	131971533	ENSG00000277959	RP11-45A17.2	q26.3
29282	1806864417	10	131980240	131981337	ENSG00000273521	RP11-45A17.4	q26.3
29283	1806881921	10	131996738	131999846	ENSG00000279982	RP11-45A17.3	q26.3
29284	1807028369	10	132104671	132184809	ENSG00000188385	JAKMIP3	q26.3
29285	1807067222	10	132181225	132185962	ENSG00000235010	RP11-140A10.3	q26.3
29286	1807079967	10	132186900	132205776	ENSG00000151640	DPYSL4	q26.3
29287	1807153298	10	132207492	132331847	ENSG00000165752	STK32C	q26.3
29288	1807239665	10	132332154	132379918	ENSG00000148814	LRRC27	q26.3
29289	1807291144	10	132397168	132417863	ENSG00000171813	PWWP2B	q26.3
29290	1807303647	10	132419083	132420953	ENSG00000231705	RP11-432J24.2	q26.3
29291	1807321237	10	132433733	132441484	ENSG00000234311	RP11-432J24.3	q26.3
29292	1807330496	10	132444327	132449408	ENSG00000180066	C10orf91	q26.3
29293	1807398537	10	132511626	132518191	ENSG00000226900	RP11-432J24.5	q26.3
29294	1807405267	10	132520827	132522449	ENSG00000229081	RP11-432J24.6	q26.3
29295	1807544279	10	132537820	132783480	ENSG00000068383	INPP5A	q26.3
29296	1807668244	10	132783179	132786052	ENSG00000148826	NKX6-2	q26.3
29297	1807759236	10	132808392	132942823	ENSG00000171811	CFAP46	q26.3
29298	1807838257	10	132943967	132965289	ENSG00000232903	RP13-137A17.4	q26.3
29299	1807845417	10	132961340	132962237	ENSG00000224758	RP13-137A17.5	q26.3
29300	1807854573	10	132965534	132976354	ENSG00000240707	RP13-137A17.6	q26.3
29301	1807984931	10	133070929	133131675	ENSG00000197177	ADGRA1	q26.3
29302	1807969411	10	133083073	133088491	ENSG00000256925	RP13-439H18.4	q26.3
29303	1808028587	10	133144612	133145304	ENSG00000235264	RP13-439H18.7	q26.3
29304	1808077058	10	133160447	133226412	ENSG00000171798	KNDC1	q26.3
29305	1808114545	10	133230274	133231558	ENSG00000171794	UTF1	q26.3
29306	1808123295	10	133237404	133241929	ENSG00000151650	VENTX	q26.3
29307	1808130813	10	133246478	133247891	ENSG00000166917	RP13-49I15.5	q26.3
29308	1808131194	10	133247511	133247620	ENSG00000284219	MIR202	q26.3
29309	1808140976	10	133257144	133257551	ENSG00000273980	RP13-49I15.6	q26.3
29310	1808153264	10	133262403	133276868	ENSG00000151651	ADAM8	q26.3
29311	1808179112	10	133278630	133312337	ENSG00000130640	TUBGCP2	q26.3
29312	1808179211	10	133295187	133295977	ENSG00000235245	RP11-122K13.12	q26.3
29313	1808194447	10	133308475	133313162	ENSG00000198546	ZNF511	q26.3
29314	1808214598	10	133309410	133352529	ENSG00000283496	ZNF511-PRAP1	q26.3
29315	1808214132	10	133324072	133336935	ENSG00000130643	CALY	q26.3
29316	1808228403	10	133344643	133344906	ENSG00000230306	RP11-122K13.8	q26.3
29317	1808231869	10	133345754	133350726	ENSG00000226699	RP11-122K13.7	q26.3
29318	1808233543	10	133347146	133352683	ENSG00000165828	PRAP1	q26.3
29319	1808240223	10	133355154	133358035	ENSG00000148803	FUOM	q26.3
29320	1808251713	10	133362480	133373689	ENSG00000127884	ECHS1	q26.3
29321	1808255238	10	133371556	133371663	ENSG00000265395	MIR3944	q26.3
29322	1808258431	10	133374736	133374869	ENSG00000274685	RP11-122K13.15	q26.3
29323	1808269093	10	133379234	133391694	ENSG00000148832	PAOX	q26.3
29324	1808289293	10	133390834	133420495	ENSG00000254536	RP11-108K14.8	q26.3
29325	1808291329	10	133394094	133421307	ENSG00000148824	MTG1	q26.3
29326	1808306248	10	133420666	133424572	ENSG00000203772	SPRN	q26.3
29327	1808314485	10	133430394	133431318	ENSG00000273327	OR6L2P	q26.3
29328	1808372372	10	133453928	133523558	ENSG00000214279	SCART1	q26.3
29329	1808365133	10	133481238	133481770	ENSG00000273336	OR7M1P	q26.3
29330	1808424442	10	133520406	133561220	ENSG00000130649	CYP2E1	q26.3
29331	1808410515	10	133526259	133527513	ENSG00000278518	RP11-108K14.12	q26.3
29332	1808445497	10	133553901	133569835	ENSG00000171772	SYCE1	q26.3
29333	1808459205	10	133575122	133576031	ENSG00000233685	OR6L1P	q26.3
29334	1808508974	10	133623895	133626795	ENSG00000225899	FRG2B	q26.3
29335	1808521279	10	133637408	133637892	ENSG00000213543	RARRES2P2	q26.3
29336	1808525470	10	133640789	133642894	ENSG00000233435	AGGF1P2	q26.3
29337	1808542564	10	133657235	133660635	ENSG00000230468	CLUHP5	q26.3
29338	1808548396	10	133664429	133665106	ENSG00000279626	DUX4L28	q26.3
29339	1808551414	10	133667151	133668419	ENSG00000280337	DUX4L25	q26.3
29340	1808554713	10	133670450	133671718	ENSG00000274599	DUX4L24	q26.3
29341	1808558012	10	133673749	133675017	ENSG00000276964	DUX4L23	q26.3
29342	1808561322	10	133677059	133678327	ENSG00000277274	DUX4L22	q26.3
29343	1808564632	10	133680369	133681637	ENSG00000275610	DUX4L21	q26.3
29344	1808567931	10	133683668	133684936	ENSG00000276164	DUX4L20	q26.3
29345	1808624574	10	133740606	133741284	ENSG00000237635	DUX4L29	q26.3
29346	1808627594	10	133743332	133744598	ENSG00000278664	DUX4L10	q26.3
29347	1808630903	10	133746641	133747907	ENSG00000278761	DUX4L11	q26.3
29348	1808634212	10	133749950	133751216	ENSG00000278790	DUX4L12	q26.3
29349	1808637512	10	133753250	133754516	ENSG00000276046	DUX4L13	q26.3
29350	1808640821	10	133756559	133757825	ENSG00000276904	DUX4L14	q26.3
29351	1808644121	10	133759859	133761125	ENSG00000278641	DUX4L15	q26.3
29352	1808662101	10	133778246	133778699	ENSG00000213147	RPL23AP60	q26.3
29353	1808662007	10	133778258	133778498	ENSG00000282875	XXyac-YRM2136_A.2	q26.3
29354	1808757012	11	75780	76143	ENSG00000253826	RP11-304M2.1	p15.5
29355	1808768168	11	86649	87586	ENSG00000224777	OR4F2P	p15.5
29356	1808800498	11	112967	125927	ENSG00000254468	RP11-304M2.6	p15.5
29357	1808805768	11	123312	126123	ENSG00000270921	RP11-304M2.7	p15.5
29358	1808814459	11	127204	139612	ENSG00000230724	RP11-304M2.2	p15.5
29359	1808838758	11	129279	186136	ENSG00000255229	RP11-304M2.3	p15.5
29360	1808834101	11	152999	153102	ENSG00000222225	RNU6-447P	p15.5
29361	1808868657	11	167784	207428	ENSG00000177951	BET1L	p15.5
29362	1808874877	11	193080	194573	ENSG00000188076	SCGB1C1	p15.5
29363	1808879550	11	196738	200261	ENSG00000177947	ODF3	p15.5
29364	1808885597	11	203623	205470	ENSG00000254559	RP11-304M2.5	p15.5
29365	1808892363	11	207511	215113	ENSG00000177963	RIC8A	p15.5
29366	1808890422	11	209336	209406	ENSG00000283920	MIR6743	p15.5
29367	1808907245	11	215458	236931	ENSG00000142082	SIRT3	p15.5
29368	1808925816	11	236546	252984	ENSG00000185627	PSMD13	p15.5
29369	1808924342	11	243099	243483	ENSG00000277290	RP11-326C3.16	p15.5
29370	1808962913	11	278365	285359	ENSG00000174885	NLRP6	p15.5
29371	1808969197	11	287305	288987	ENSG00000255026	RP11-326C3.2	p15.5
29372	1808973672	11	289135	296107	ENSG00000142102	ATHL1	p15.5
29373	1808979914	11	298200	299526	ENSG00000206013	IFITM5	p15.5
29374	1808985051	11	303856	304144	ENSG00000255533	RP11-326C3.4	p15.5
29375	1808992502	11	307631	315272	ENSG00000185201	IFITM2	p15.5
29376	1808991691	11	310139	311141	ENSG00000254910	RP11-326C3.7	p15.5
29377	1808995440	11	313506	315272	ENSG00000185885	IFITM1	p15.5
29378	1809003186	11	318640	325631	ENSG00000251661	RP11-326C3.11	p15.5
29379	1809004654	11	319669	327537	ENSG00000142089	IFITM3	p15.5
29380	1809003259	11	321991	322426	ENSG00000255089	RP11-326C3.10	p15.5
29381	1809003507	11	322186	322727	ENSG00000270105	RP11-326C3.14	p15.5
29382	1809007049	11	325703	326294	ENSG00000270030	RP11-326C3.13	p15.5
29383	1809009697	11	327171	330122	ENSG00000255328	RP11-326C3.12	p15.5
29384	1809014491	11	333192	333688	ENSG00000270972	RP11-326C3.15	p15.5
29385	1809057007	11	369796	382116	ENSG00000182272	B4GALNT4	p15.5
29386	1809079812	11	392614	404908	ENSG00000184363	PKP3	p15.5
29387	1809092636	11	405716	417455	ENSG00000185187	SIGIRR	p15.5
29388	1809111023	11	417933	442011	ENSG00000185101	ANO9	p15.5
29389	1809121597	11	440399	440693	ENSG00000243562	RN7SL838P	p15.5
29390	1809150884	11	448268	491399	ENSG00000174915	PTDSS2	p15.5
29391	1809144465	11	462930	463899	ENSG00000255237	RP13-317D12.3	p15.5
29392	1809181957	11	494512	507300	ENSG00000023191	RNH1	p15.5
29393	1809210334	11	528907	529659	ENSG00000254739	RP13-46H24.1	p15.5
29394	1809215815	11	532242	537287	ENSG00000174775	HRAS	p15.5
29395	1809227272	11	537527	554916	ENSG00000161328	LRRC56	p15.5
29396	1809238868	11	554855	560779	ENSG00000185522	LMNTD2	p15.5
29397	1809239902	11	557595	560107	ENSG00000254815	RP11-496I9.1	p15.5
29398	1809243263	11	560404	564021	ENSG00000099849	RASSF7	p15.5
29399	1809248109	11	565660	568457	ENSG00000247095	MIR210HG	p15.5
29400	1809249194	11	568089	568198	ENSG00000199038	MIR210	p15.5
29401	1809275405	11	576486	612222	ENSG00000070047	PHRF1	p15.5
29402	1809295327	11	612553	615999	ENSG00000185507	IRF7	p15.5
29403	1809302372	11	616565	626078	ENSG00000099834	CDHR5	p15.5
29404	1809307838	11	626431	627143	ENSG00000070031	SCT	p15.5
29405	1809320050	11	637293	640706	ENSG00000069696	DRD4	p15.5
29406	1809356525	11	644233	706715	ENSG00000177030	DEAF1	p15.5
29407	1809353201	11	665910	678391	ENSG00000255158	RP11-754B17.1	p15.5
29408	1809392133	11	694438	727727	ENSG00000177106	EPS8L2	p15.5
29409	1809381279	11	695428	705028	ENSG00000177042	TMEM80	p15.5
29410	1809398856	11	708564	727047	ENSG00000269915	AP006621.9	p15.5
29411	1809437227	11	747329	765024	ENSG00000177156	TALDO1	p15.5
29412	1809453405	11	767220	777488	ENSG00000177225	PDDC1	p15.5
29413	1809461988	11	777578	784297	ENSG00000255284	AP006621.5	p15.5
29414	1809461237	11	779617	780755	ENSG00000279672	CMB9-55F22.1	p15.5
29415	1809462926	11	781645	782105	ENSG00000255142	AP006621.6	p15.5
29416	1809469664	11	787104	790123	ENSG00000184524	CEND1	p15.5
29417	1809475455	11	790475	798333	ENSG00000177542	SLC25A22	p15.5
29418	1809479401	11	797511	799190	ENSG00000274897	CMB9-55F22.2	p15.5
29419	1809485517	11	799179	809753	ENSG00000177595	PIDD1	p15.5
29420	1809492314	11	809647	812880	ENSG00000177600	RPLP2	p15.5
29421	1809492798	11	811681	811814	ENSG00000199785	SNORA52	p15.5
29422	1809503288	11	818902	825573	ENSG00000177666	PNPLA2	p15.5
29423	1809509309	11	823634	832883	ENSG00000255108	AP006621.8	p15.5
29424	1809510118	11	826144	831991	ENSG00000177685	EFCAB4A	p15.5
29425	1809517388	11	832843	839831	ENSG00000177697	CD151	p15.5
29426	1809521001	11	837356	842545	ENSG00000177700	POLR2L	p15.5
29427	1809536013	11	842808	867116	ENSG00000214063	TSPAN4	p15.5
29428	1809539388	11	856880	859795	ENSG00000250397	RP11-1391J7.1	p15.5
29429	1809572510	11	867860	915058	ENSG00000177830	CHID1	p15.5
29430	1809649620	11	924894	1012245	ENSG00000183020	AP2A2	p15.5
29431	1809629523	11	948421	948524	ENSG00000222561	RNU6-1025P	p15.5
29432	1809705814	11	1012821	1036706	ENSG00000184956	MUC6	p15.5
29433	1809733865	11	1049880	1055749	ENSG00000254872	RP13-870H17.3	p15.5
29434	1809773744	11	1074875	1110511	ENSG00000198788	MUC2	p15.5
29435	1809860596	11	1157953	1201138	ENSG00000215182	MUC5AC	p15.5
29436	1809923670	11	1223066	1262172	ENSG00000117983	MUC5B	p15.5
29437	1809927019	11	1242261	1249676	ENSG00000255177	RP11-532E4.2	p15.5
29438	1809937688	11	1256605	1256670	ENSG00000275669	MIR6744	p15.5
29439	1809973063	11	1274371	1309654	ENSG00000078902	TOLLIP	p15.5
29440	1809991289	11	1309769	1310707	ENSG00000255153	CTD-2245O6.1	p15.5
29441	1810107345	11	1389899	1462689	ENSG00000174672	BRSK2	p15.5
29442	1810166403	11	1469457	1501247	ENSG00000182208	MOB2	p15.5
29443	1810244033	11	1554044	1571920	ENSG00000184545	DUSP8	p15.5
29444	1810266319	11	1571353	1599184	ENSG00000233930	RP13-25N22.1	p15.5
29445	1810265863	11	1584342	1585283	ENSG00000205869	KRTAP5-1	p15.5
29446	1810278786	11	1597177	1598294	ENSG00000205867	KRTAP5-2	p15.5
29447	1810289065	11	1607565	1608463	ENSG00000196224	KRTAP5-3	p15.5
29448	1810302599	11	1620958	1622138	ENSG00000241598	KRTAP5-4	p15.5
29449	1810311292	11	1629775	1630707	ENSG00000185940	KRTAP5-5	p15.5
29450	1810344014	11	1662584	1663343	ENSG00000231487	AP006285.7	p15.5
29451	1810347777	11	1665597	1667856	ENSG00000205866	FAM99A	p15.5
29452	1810365500	11	1683269	1685629	ENSG00000205865	FAM99B	p15.5
29453	1810369727	11	1688297	1689056	ENSG00000227306	AP006285.6	p15.5
29454	1810378526	11	1697195	1697755	ENSG00000205864	KRTAP5-6	p15.5
29455	1810422551	11	1732410	1750591	ENSG00000244242	IFITM10	p15.5
29456	1810430438	11	1734821	1763954	ENSG00000250644	RP11-295K3.1	p15.5
29457	1810439713	11	1752752	1764573	ENSG00000117984	CTSD	p15.5
29458	1810442468	11	1760348	1762486	ENSG00000235027	AC068580.6	p15.5
29459	1810444430	11	1763009	1763749	ENSG00000229512	AC068580.5	p15.5
29460	1810458710	11	1776930	1778388	ENSG00000230834	AC068580.7	p15.5
29461	1810473762	11	1792553	1792870	ENSG00000230980	AC139143.1	p15.5
29462	1810484543	11	1802889	1804095	ENSG00000230080	AC139143.2	p15.5
29463	1810513965	11	1828307	1837521	ENSG00000149043	SYT8	p15.5
29464	1810521385	11	1838989	1841680	ENSG00000130598	TNNI2	p15.5
29465	1810553669	11	1852970	1892267	ENSG00000130592	LSP1	p15.5
29466	1810540551	11	1859464	1859536	ENSG00000264493	MIR4298	p15.5
29467	1810546473	11	1864177	1866667	ENSG00000249086	AC051649.12	p15.5
29468	1810561147	11	1880045	1880147	ENSG00000284594	MIR7847	p15.5
29469	1810571287	11	1888577	1891895	ENSG00000283787	PRR33	p15.5
29470	1810586332	11	1902647	1907915	ENSG00000229671	AC051649.16	p15.5
29471	1810610185	11	1919562	1938706	ENSG00000130595	TNNT3	p15.5
29472	1810646951	11	1947278	1984522	ENSG00000214026	MRPL23	p15.5
29473	1810667629	11	1983237	1989920	ENSG00000226416	AC051649.7	p15.5
29474	1810673434	11	1991096	1993670	ENSG00000232987	AC051649.6	p15.5
29475	1810679374	11	1995176	2001470	ENSG00000130600	H19	p15.5
29476	1810677626	11	1996540	1996610	ENSG00000275266	RF01972	p15.5
29477	1810677846	11	1996759	1996831	ENSG00000284010	MIR675	p15.5
29478	1810678569	11	1997484	1997552	ENSG00000274866	RF01973	p15.5
29479	1810820408	11	2129112	2149603	ENSG00000167244	IGF2	p15.5
29480	1810824936	11	2129112	2158658	ENSG00000284779	RP11-889I17.2	p15.5
29481	1810810593	11	2129121	2129964	ENSG00000240801	AC132217.4	p15.5
29482	1810827924	11	2132538	2161209	ENSG00000129965	INS-IGF2	p15.5
29483	1810815222	11	2134134	2134209	ENSG00000207805	MIR483	p15.5
29484	1810825634	11	2140501	2148666	ENSG00000099869	IGF2AS	p15.5
29485	1810841611	11	2159779	2161341	ENSG00000254647	INS	p15.5
29486	1810848954	11	2163929	2171877	ENSG00000180176	TH	p15.5
29487	1810854151	11	2173063	2173138	ENSG00000265258	MIR4686	p15.5
29488	1810950774	11	2268495	2270952	ENSG00000183734	ASCL2	p15.5
29489	1810980398	11	2295645	2303049	ENSG00000110665	C11orf21	p15.5
29490	1810991149	11	2301997	2318200	ENSG00000064201	TSPAN32	p15.5
29491	1811002823	11	2321718	2321827	ENSG00000207308	RNU6-878P	p15.5
29492	1811034421	11	2328749	2377992	ENSG00000238184	AC129929.5	p15.5
29493	1811016505	11	2335132	2335776	ENSG00000236264	RPL26P30	p15.5
29494	1811067849	11	2376177	2397419	ENSG00000110651	CD81	p15.5
29495	1811083234	11	2400488	2403878	ENSG00000184281	TSSC4	p15.5
29496	1811087262	11	2404515	2407908	ENSG00000230483	AC124057.5	p15.5
29497	1811094831	11	2404515	2423045	ENSG00000070985	TRPM5	p15.5
29498	1811327948	11	2444684	2849110	ENSG00000053918	KCNQ1	p15.5
29499	1811335212	11	2608328	2699994	ENSG00000269821	KCNQ1OT1	p15.5
29500	1811333381	11	2652099	2652562	ENSG00000275666	RF01946	p15.5
29501	1811355245	11	2674097	2674292	ENSG00000276105	RF01947	p15.5
29502	1811355733	11	2674625	2674740	ENSG00000276494	RF01948	p15.5
29503	1811379014	11	2697851	2698076	ENSG00000276015	RF01950	p15.5
29504	1811452517	11	2771356	2771577	ENSG00000236041	AC013791.2	p15.5
29505	1811531902	11	2840135	2861568	ENSG00000229414	AC013791.10	p15.4
29506	1811552120	11	2870033	2872105	ENSG00000237941	KCNQ1DN	p15.4
29507	1811552518	11	2871437	2871498	ENSG00000274740	AC013791.1	p15.4
29508	1811565544	11	2883213	2885773	ENSG00000129757	CDKN1C	p15.4
29509	1811576811	11	2887780	2903740	ENSG00000254827	SLC22A18AS	p15.4
29510	1811593534	11	2899721	2925246	ENSG00000110628	SLC22A18	p15.4
29511	1811609915	11	2928273	2929455	ENSG00000181649	PHLDA2	p15.4
29512	1811649455	11	2944431	2992377	ENSG00000205531	NAP1L4	p15.4
29513	1811644883	11	2963771	2963893	ENSG00000207008	SNORA54	p15.4
29514	1811671654	11	2989863	2991344	ENSG00000183562	CTC-343N3.1	p15.4
29515	1811710318	11	3000922	3057613	ENSG00000110619	CARS	p15.4
29516	1811716185	11	3029009	3041260	ENSG00000247473	CTD-2544D21.1	p15.4
29517	1811729491	11	3048359	3048521	ENSG00000201616	RNU1-91P	p15.4
29518	1811765969	11	3084393	3085443	ENSG00000236710	AC108448.2	p15.4
29519	1811807978	11	3087116	3166739	ENSG00000021762	OSBPL5	p15.4
29520	1811870788	11	3189546	3189929	ENSG00000234791	AC108448.3	p15.4
29521	1811899429	11	3217944	3218813	ENSG00000182170	MRGPRG	p15.4
29522	1811901782	11	3218332	3223131	ENSG00000236301	C11orf36	p15.4
29523	1811910500	11	3226061	3232838	ENSG00000224513	AC109309.4	p15.4
29524	1811911093	11	3227698	3232386	ENSG00000184350	MRGPRE	p15.4
29525	1811957268	11	3276045	3276390	ENSG00000236987	AC109309.5	p15.4
29526	1811970527	11	3289311	3289642	ENSG00000276951	RP11-11A9.1	p15.4
29527	1812003083	11	3321862	3322202	ENSG00000232390	AC109309.6	p15.4
29528	1812016317	11	3335125	3335407	ENSG00000273813	RP11-11A9.2	p15.4
29529	1812019726	11	3336721	3340630	ENSG00000254592	RP5-1173A5.1	p15.4
29530	1812040292	11	3339261	3379222	ENSG00000005801	ZNF195	p15.4
29531	1812076020	11	3380961	3408978	ENSG00000223756	AC123788.3	p15.4
29532	1812072317	11	3390780	3391752	ENSG00000189398	OR7E12P	p15.4
29533	1812097475	11	3410352	3422496	ENSG00000166492	AC123788.4	p15.4
29534	1812146240	11	3429758	3500621	ENSG00000284605	RP13-726E6.2	p15.4
29535	1812181374	11	3469319	3531328	ENSG00000254757	RP13-726E6.1	p15.4
29536	1812212416	11	3481520	3581211	ENSG00000255367	CTC-342M10.2	p15.4
29537	1812212565	11	3531420	3531608	ENSG00000255522	RP13-726E6.3	p15.4
29538	1812231183	11	3549745	3550519	ENSG00000237226	RPS3AP39	p15.4
29539	1812240890	11	3559657	3560022	ENSG00000223688	RPS24P14	p15.4
29540	1812262082	11	3580927	3581135	ENSG00000284639	CTC-342M10.1	p15.4
29541	1812272497	11	3591277	3591615	ENSG00000230851	AP006294.2	p15.4
29542	1812281201	11	3599595	3600706	ENSG00000238161	OR7E117P	p15.4
29543	1812304781	11	3609901	3637559	ENSG00000182048	TRPC2	p15.4
29544	1812321460	11	3638503	3642316	ENSG00000167311	ART5	p15.4
29545	1812335823	11	3645128	3664416	ENSG00000129744	ART1	p15.4
29546	1812349536	11	3665587	3671384	ENSG00000129749	CHRNA10	p15.4
29547	1812415488	11	3671083	3797792	ENSG00000110713	NUP98	p15.4
29548	1812395874	11	3714772	3714875	ENSG00000251934	RNU6-1143P	p15.4
29549	1812462476	11	3781395	3781456	ENSG00000238304	RNU7-50P	p15.4
29550	1812493098	11	3797724	3826371	ENSG00000148985	PGAP2	p15.4
29551	1812515031	11	3826978	3840983	ENSG00000177105	RHOG	p15.4
29552	1812535964	11	3854318	3855509	ENSG00000228661	AC090587.5	p15.4
29553	1812654919	11	3854527	4093210	ENSG00000167323	STIM1	p15.4
29554	1812536056	11	3854612	3855399	ENSG00000229368	AC090587.4	p15.4
29555	1812537152	11	3856062	3856141	ENSG00000284525	MIR4687	p15.4
29556	1812573693	11	3892398	3892887	ENSG00000230593	AC090804.1	p15.4
29557	1812642458	11	3961277	3961538	ENSG00000255232	RP11-438N5.4	p15.4
29558	1812654610	11	3972881	3974237	ENSG00000255141	RP11-438N5.3	p15.4
29559	1812670364	11	3989163	3989463	ENSG00000224555	RP11-438N5.2	p15.4
29560	1812700084	11	4018948	4019118	ENSG00000240385	RPS29P20	p15.4
29561	1812797842	11	4094707	4138876	ENSG00000167325	RRM1	p15.4
29562	1812818737	11	4137116	4138257	ENSG00000255276	RP11-23F23.1	p15.4
29563	1812829659	11	4146112	4151104	ENSG00000231548	OR55B1P	p15.4
29564	1812875948	11	4187140	4202655	ENSG00000254480	RP11-23F23.2	p15.4
29565	1812892273	11	4210354	4212091	ENSG00000255387	RP11-23F23.3	p15.4
29566	1812914631	11	4233288	4233872	ENSG00000284018	RP11-437G21.4	p15.4
29567	1812923399	11	4242056	4242640	ENSG00000284306	RP11-437G21.2	p15.4
29568	1812959999	11	4278705	4279192	ENSG00000236175	SSU72P6	p15.4
29569	1812968842	11	4287499	4288083	ENSG00000283873	RP11-437G21.3	p15.4
29570	1813011208	11	4329865	4330449	ENSG00000284546	RP11-437G21.5	p15.4
29571	1813020003	11	4338660	4339244	ENSG00000284438	RP11-437G21.1	p15.4
29572	1813048875	11	4367263	4368386	ENSG00000221996	OR52B4	p15.4
29573	1813059796	11	4378282	4379209	ENSG00000175800	OR52B3P	p15.4
29574	1813070347	11	4384897	4393696	ENSG00000132109	TRIM21	p15.4
29575	1813099586	11	4418060	4419011	ENSG00000237272	OR51R1P	p15.4
29576	1813112851	11	4431323	4432277	ENSG00000171999	OR52P2P	p15.4
29577	1813130879	11	4449295	4450361	ENSG00000181963	OR52K2	p15.4
29578	1813153985	11	4469461	4476407	ENSG00000225101	OR52K3P	p15.4
29579	1813169122	11	4482646	4493497	ENSG00000196778	OR52K1	p15.4
29580	1813196496	11	4514966	4515924	ENSG00000226616	OR52M2P	p15.4
29581	1813226718	11	4545191	4546144	ENSG00000197790	OR52M1	p15.4
29582	1813255672	11	4571423	4577820	ENSG00000171987	C11orf40	p15.4
29583	1813268592	11	4581743	4593340	ENSG00000226288	OR52I2	p15.4
29584	1813276145	11	4593614	4596574	ENSG00000232268	OR52I1	p15.4
29585	1813284516	11	4598672	4608259	ENSG00000167333	TRIM68	p15.4
29586	1813321319	11	4637477	4643060	ENSG00000197428	OR51D1	p15.4
29587	1813330505	11	4643420	4655488	ENSG00000180785	OR51E1	p15.4
29588	1813342359	11	4660853	4661763	ENSG00000180723	OR51A9P	p15.4
29589	1813370063	11	4680171	4697854	ENSG00000167332	OR51E2	p15.4
29590	1813375178	11	4690423	4697831	ENSG00000197674	OR51C1P	p15.4
29591	1813529729	11	4704927	4992429	ENSG00000167346	MMP26	p15.4
29592	1813392046	11	4709569	4712421	ENSG00000272634	OR51F5P	p15.4
29593	1813400136	11	4718612	4719559	ENSG00000272664	OR51C4P	p15.4
29594	1813404506	11	4722740	4724171	ENSG00000271602	KRT8P49	p15.4
29595	1813417679	11	4736178	4737078	ENSG00000272559	OR51F3P	p15.4
29596	1813433546	11	4752046	4752944	ENSG00000273051	OR51F4P	p15.4
29597	1813450509	11	4768979	4769938	ENSG00000280021	OR51F1	p15.4
29598	1813468280	11	4786754	4787705	ENSG00000176951	OR51N1P	p15.4
29599	1813475582	11	4793778	4795284	ENSG00000231070	OR52Y1P	p15.4
29600	1813484957	11	4803433	4804380	ENSG00000279270	OR52R1	p15.4
29601	1813502939	11	4821321	4822456	ENSG00000176925	OR51F2	p15.4
29602	1813512674	11	4830175	4833072	ENSG00000197984	OR51A8P	p15.4
29603	1813529414	11	4847489	4849238	ENSG00000176922	OR51S1	p15.4
29604	1813542682	11	4859610	4863652	ENSG00000176904	OR51H1	p15.4
29605	1813555968	11	4871717	4878117	ENSG00000198217	OR51H2P	p15.4
29606	1813563402	11	4881819	4882883	ENSG00000176900	OR51T1	p15.4
